condition,session,block,coherence,stim,response,rt,subject,intensity,stimulus,trial
Repetitive,3,1,0.2,1,1,0.3,21,0.2,1,40
Repetitive,3,1,0.1,1,0,0.35,21,0.1,1,41
Repetitive,3,1,0.6,-1,0,0.4,21,0.6,0,42
Repetitive,3,1,0.1,-1,0,0.3,21,0.1,0,43
Repetitive,3,1,0.1,-1,0,0.334,21,0.1,0,44
Repetitive,3,1,0.05,-1,0,0.267,21,0.05,0,45
Repetitive,3,1,0.2,-1,0,0.217,21,0.2,0,46
Repetitive,3,1,0.05,-1,0,1.03,21,0.05,0,47
Repetitive,3,1,0.6,-1,0,0.25,21,0.6,0,48
Repetitive,3,1,0.4,-1,0,0.15,21,0.4,0,49
Repetitive,3,1,0,-1,0,0.467,21,0,0,50
Repetitive,3,1,0.05,-1,0,0.45,21,0.05,0,51
Repetitive,3,1,0.2,-1,0,0.234,21,0.2,0,52
Repetitive,3,1,0.4,-1,0,0.234,21,0.4,0,53
Repetitive,3,1,0.1,-1,0,0.267,21,0.1,0,54
Repetitive,3,1,0.05,-1,0,0.434,21,0.05,0,55
Repetitive,3,1,0.2,-1,0,0.3,21,0.2,0,56
Repetitive,3,1,0.05,-1,0,0.317,21,0.05,0,57
Repetitive,3,1,0.6,1,1,0.267,21,0.6,1,58
Repetitive,3,1,0,1,0,0.35,21,0,1,59
Repetitive,3,2,0.2,-1,1,0.9,21,0.2,0,1
Repetitive,3,2,0.4,1,1,0.35,21,0.4,1,2
Repetitive,3,2,0.2,1,1,0.267,21,0.2,1,3
Repetitive,3,2,0.4,1,1,0.234,21,0.4,1,4
Repetitive,3,2,0,1,1,0.3,21,0,1,5
Repetitive,3,2,0,1,1,0.284,21,0,1,6
Repetitive,3,2,0.05,1,1,0.284,21,0.05,1,7
Repetitive,3,2,0.4,1,1,0.25,21,0.4,1,8
Repetitive,3,2,0.2,1,1,0.25,21,0.2,1,9
Repetitive,3,2,0.2,1,1,0.234,21,0.2,1,10
Repetitive,3,2,0,1,0,0.334,21,0,1,11
Repetitive,3,2,0.4,1,1,0.217,21,0.4,1,12
Repetitive,3,2,0.1,1,0,0.367,21,0.1,1,13
Repetitive,3,2,0.1,1,0,0.384,21,0.1,1,14
Repetitive,3,2,0,1,0,0.35,21,0,1,15
Repetitive,3,2,0.1,1,1,0.45,21,0.1,1,16
Repetitive,3,2,0.1,1,0,0.534,21,0.1,1,17
Repetitive,3,2,0.05,1,1,0.317,21,0.05,1,18
Repetitive,3,2,0.6,1,1,0.217,21,0.6,1,19
Repetitive,3,2,0.1,1,0,0.317,21,0.1,1,20
Repetitive,3,2,0.6,-1,0,0.134,21,0.6,0,21
Repetitive,3,2,0.2,-1,0,0.35,21,0.2,0,22
Repetitive,3,2,0.1,1,1,0.717,21,0.1,1,23
Repetitive,3,2,0.6,1,1,0.267,21,0.6,1,24
Repetitive,3,2,0.1,1,1,0.367,21,0.1,1,25
Repetitive,3,2,0.4,1,1,0.267,21,0.4,1,26
Repetitive,3,2,0.6,1,1,0.3,21,0.6,1,27
Repetitive,3,2,0.05,1,0,0.25,21,0.05,1,28
Repetitive,3,2,0.05,-1,0,0.334,21,0.05,0,29
Repetitive,3,2,0.4,-1,0,0.184,21,0.4,0,30
Repetitive,3,2,0.6,-1,0,0.117,21,0.6,0,31
Repetitive,3,2,0.6,-1,0,0.0338,21,0.6,0,32
Repetitive,3,2,0.2,-1,0,0.234,21,0.2,0,33
Repetitive,3,2,0,1,0,0.0671,21,0,1,34
Repetitive,3,2,0.4,1,0,0.0338,21,0.4,1,35
Repetitive,3,2,0.1,1,0,0.284,21,0.1,1,36
Repetitive,3,2,0.6,1,1,0.267,21,0.6,1,37
Repetitive,3,2,0.05,1,0,0.35,21,0.05,1,38
Repetitive,3,2,0,1,0,0.25,21,0,1,39
Repetitive,3,2,0.6,1,1,0.167,21,0.6,1,40
Repetitive,3,2,0,1,1,0.45,21,0,1,41
Repetitive,3,2,0.05,1,0,0.25,21,0.05,1,42
Repetitive,3,2,0.05,1,0,0.25,21,0.05,1,43
Repetitive,3,2,0.05,1,1,0.567,21,0.05,1,44
Repetitive,3,2,0.2,-1,0,0.117,21,0.2,0,45
Repetitive,3,2,0.6,-1,0,0.2,21,0.6,0,46
Repetitive,3,2,0.1,-1,0,0.25,21,0.1,0,47
Repetitive,3,2,0.05,1,0,0.317,21,0.05,1,48
Repetitive,3,2,0,-1,0,0.234,21,0,0,49
Repetitive,3,2,0.05,1,1,0.334,21,0.05,1,50
Repetitive,3,2,0.4,1,1,0.267,21,0.4,1,51
Repetitive,3,2,0.6,1,1,0.234,21,0.6,1,52
Repetitive,3,2,0.1,1,1,0.684,21,0.1,1,53
Repetitive,3,2,0,1,0,0.334,21,0,1,54
Repetitive,3,2,0.2,1,1,0.3,21,0.2,1,55
Repetitive,3,2,0.2,1,1,0.234,21,0.2,1,56
Repetitive,3,2,0.2,1,1,0.284,21,0.2,1,57
Repetitive,3,2,0.4,1,1,0.134,21,0.4,1,58
Repetitive,3,2,0.4,1,1,0.217,21,0.4,1,59
Repetitive,3,2,0,1,0,0.267,21,0,1,60
Repetitive,3,3,0.2,-1,0,0.267,21,0.2,0,1
Repetitive,3,3,0,-1,0,0.317,21,0,0,2
Repetitive,3,3,0.4,-1,0,0.15,21,0.4,0,3
Repetitive,3,3,0.1,1,0,0.4,21,0.1,1,4
Repetitive,3,3,0.2,1,1,0.25,21,0.2,1,5
Repetitive,3,3,0.6,-1,0,0.134,21,0.6,0,6
Repetitive,3,3,0.6,1,1,0.134,21,0.6,1,7
Repetitive,3,3,0.05,1,0,0.384,21,0.05,1,8
Repetitive,3,3,0.6,1,1,0.234,21,0.6,1,9
Repetitive,3,3,0.05,1,0,1.03,21,0.05,1,10
Repetitive,3,3,0.1,1,0,0.85,21,0.1,1,11
Repetitive,3,3,0.2,1,1,0.4,21,0.2,1,12
Repetitive,3,3,0,1,0,0.317,21,0,1,13
Repetitive,3,3,0.1,1,0,0.234,21,0.1,1,14
Repetitive,3,3,0.4,1,1,0.15,21,0.4,1,15
Repetitive,3,3,0.6,-1,0,0.417,21,0.6,0,16
Repetitive,3,3,0.6,1,1,0.334,21,0.6,1,17
Repetitive,3,3,0.1,1,0,0.217,21,0.1,1,18
Repetitive,3,3,0,-1,1,0.567,21,0,0,19
Repetitive,3,3,0.6,-1,0,0.067,21,0.6,0,20
Repetitive,3,3,0.2,-1,0,0.217,21,0.2,0,21
Repetitive,3,3,0.1,-1,0,0.234,21,0.1,0,22
Repetitive,3,3,0.2,-1,0,0.517,21,0.2,0,23
Repetitive,3,3,0.6,-1,0,0.0838,21,0.6,0,24
Repetitive,3,3,0.4,1,1,0.234,21,0.4,1,25
Repetitive,3,3,0.4,1,1,0.25,21,0.4,1,26
Repetitive,3,3,0.1,-1,0,0.284,21,0.1,0,27
Repetitive,3,3,0.05,-1,0,0.284,21,0.05,0,28
Repetitive,3,3,0.2,-1,0,0.217,21,0.2,0,29
Repetitive,3,3,0.1,-1,0,0.284,21,0.1,0,30
Repetitive,3,3,0,-1,0,0.417,21,0,0,31
Repetitive,3,3,0.05,-1,0,0.284,21,0.05,0,32
Repetitive,3,3,0.4,-1,0,0.234,21,0.4,0,33
Repetitive,3,3,0.2,-1,0,0.25,21,0.2,0,34
Repetitive,3,3,0.05,-1,1,0.284,21,0.05,0,35
Repetitive,3,3,0.4,-1,0,0.1,21,0.4,0,36
Repetitive,3,3,0,1,0,0.234,21,0,1,37
Repetitive,3,3,0.05,1,0,0.434,21,0.05,1,38
Repetitive,3,3,0.4,1,1,0.267,21,0.4,1,39
Repetitive,3,3,0.4,1,1,0.234,21,0.4,1,40
Repetitive,3,3,0.2,-1,0,0.134,21,0.2,0,41
Repetitive,3,3,0.1,-1,0,0.267,21,0.1,0,42
Repetitive,3,3,0.6,-1,0,0.267,21,0.6,0,43
Repetitive,3,3,0.1,-1,0,0.284,21,0.1,0,44
Repetitive,3,3,0.05,-1,1,0.3,21,0.05,0,45
Repetitive,3,3,0.1,1,0,0.417,21,0.1,1,46
Repetitive,3,3,0,-1,0,0.267,21,0,0,47
Repetitive,3,3,0,-1,0,0.334,21,0,0,48
Repetitive,3,3,0.4,-1,0,0.234,21,0.4,0,49
Repetitive,3,3,0.05,-1,0,0.284,21,0.05,0,50
Repetitive,3,3,0,-1,1,0.267,21,0,0,51
Repetitive,3,3,0.05,-1,0,0.4,21,0.05,0,52
Repetitive,3,3,0.6,1,1,0.2,21,0.6,1,53
Repetitive,3,3,0,1,0,0.65,21,0,1,54
Repetitive,3,3,0.4,1,1,0.217,21,0.4,1,55
Repetitive,3,3,0,1,0,0.3,21,0,1,56
Repetitive,3,3,0.2,1,1,0.567,21,0.2,1,57
Repetitive,3,3,0.2,1,1,0.284,21,0.2,1,58
Repetitive,3,3,0.05,1,1,0.85,21,0.05,1,59
Repetitive,3,4,0.4,-1,0,0.284,21,0.4,0,1
Repetitive,3,4,0.1,-1,0,0.25,21,0.1,0,2
Repetitive,3,4,0.6,-1,0,0.117,21,0.6,0,3
Repetitive,3,4,0,-1,0,0.317,21,0,0,4
Repetitive,3,4,0.4,1,1,0.267,21,0.4,1,5
Repetitive,3,4,0.2,1,0,0.234,21,0.2,1,6
Repetitive,3,4,0.6,1,1,0.25,21,0.6,1,7
Repetitive,3,4,0.05,1,0,0.25,21,0.05,1,8
Repetitive,3,4,0,-1,0,0.367,21,0,0,9
Repetitive,3,4,0,-1,0,0.3,21,0,0,10
Repetitive,3,4,0.1,-1,0,0.284,21,0.1,0,11
Repetitive,3,4,0.2,1,1,0.267,21,0.2,1,12
Repetitive,3,4,0.6,-1,0,0.2,21,0.6,0,13
Repetitive,3,4,0.6,-1,0,0.2,21,0.6,0,14
Repetitive,3,4,0,-1,0,0.284,21,0,0,15
Repetitive,3,4,0.1,1,0,0.517,21,0.1,1,16
Repetitive,3,4,0.4,-1,0,0.184,21,0.4,0,17
Repetitive,3,4,0.1,-1,0,0.184,21,0.1,0,18
Repetitive,3,4,0,1,0,0.367,21,0,1,19
Repetitive,3,4,0.6,1,1,0.284,21,0.6,1,20
Repetitive,3,4,0,1,0,0.667,21,0,1,21
Repetitive,3,4,0,1,0,1.17,21,0,1,22
Repetitive,3,4,0.05,1,0,0.217,21,0.05,1,23
Repetitive,3,4,0.2,1,1,0.317,21,0.2,1,24
Repetitive,3,4,0.2,1,1,0.45,21,0.2,1,25
Repetitive,3,4,0.05,1,1,0.617,21,0.05,1,26
Repetitive,3,4,0.05,1,1,0.634,21,0.05,1,27
Repetitive,3,4,0.2,1,1,0.284,21,0.2,1,28
Repetitive,3,4,0,1,1,0.384,21,0,1,29
Repetitive,3,4,0.05,1,0,0.55,21,0.05,1,30
Repetitive,3,4,0.2,1,1,0.25,21,0.2,1,31
Repetitive,3,4,0.6,1,1,0.15,21,0.6,1,32
Repetitive,3,4,0.2,1,1,0.2,21,0.2,1,33
Repetitive,3,4,0.1,1,1,0.25,21,0.1,1,34
Repetitive,3,4,0.4,1,1,0.2,21,0.4,1,35
Repetitive,3,4,0.4,1,1,0.134,21,0.4,1,36
Repetitive,3,4,0.05,1,1,0.75,21,0.05,1,37
Repetitive,3,4,0.2,1,1,0.267,21,0.2,1,38
Repetitive,3,4,0.05,1,0,0.267,21,0.05,1,39
Repetitive,3,4,0.6,1,1,0.217,21,0.6,1,40
Repetitive,3,4,0.4,1,1,0.15,21,0.4,1,41
Repetitive,3,4,0.4,1,1,0.25,21,0.4,1,42
Repetitive,3,4,0.4,1,1,0.184,21,0.4,1,43
Repetitive,3,4,0.05,1,0,0.25,21,0.05,1,44
Repetitive,3,4,0.1,1,0,0.167,21,0.1,1,45
Repetitive,3,4,0.6,1,1,0.184,21,0.6,1,46
Repetitive,3,4,0.05,1,1,0.184,21,0.05,1,47
Repetitive,3,4,0.4,-1,0,0.167,21,0.4,0,48
Repetitive,3,4,0.1,1,0,0.517,21,0.1,1,49
Repetitive,3,4,0.4,1,1,0.15,21,0.4,1,50
Repetitive,3,4,0,-1,0,0.833,21,0,0,51
Repetitive,3,4,0.6,-1,0,0.217,21,0.6,0,52
Repetitive,3,4,0.1,-1,0,0.284,21,0.1,0,53
Repetitive,3,4,0,-1,0,0.0839,21,0,0,54
Repetitive,3,4,0.2,-1,0,0.15,21,0.2,0,55
Repetitive,3,4,0.1,-1,0,0.234,21,0.1,0,56
Repetitive,3,4,0.1,1,0,0.234,21,0.1,1,57
Repetitive,3,4,0.2,1,1,0.217,21,0.2,1,58
Repetitive,3,4,0.6,1,1,0.2,21,0.6,1,59
Repetitive,3,5,0.4,1,1,0.352,21,0.4,1,1
Repetitive,3,5,0.4,1,1,0.284,21,0.4,1,2
Repetitive,3,5,0.05,1,0,0.267,21,0.05,1,3
Repetitive,3,5,0.1,1,1,0.384,21,0.1,1,4
Repetitive,3,5,0.2,-1,0,0.234,21,0.2,0,5
Repetitive,3,5,0.4,-1,0,0.2,21,0.4,0,6
Repetitive,3,5,0.6,-1,0,0.117,21,0.6,0,7
Repetitive,3,5,0,-1,1,0.634,21,0,0,8
Repetitive,3,5,0.4,-1,0,0.0671,21,0.4,0,9
Repetitive,3,5,0.4,-1,0,0.2,21,0.4,0,10
Repetitive,3,5,0.1,1,1,0.35,21,0.1,1,11
Repetitive,3,5,0.2,-1,0,0.184,21,0.2,0,12
Repetitive,3,5,0,1,0,0.284,21,0,1,13
Repetitive,3,5,0.1,1,0,0.467,21,0.1,1,14
Repetitive,3,5,0,1,1,0.65,21,0,1,15
Repetitive,3,5,0.4,1,1,0.234,21,0.4,1,16
Repetitive,3,5,0,1,1,0.267,21,0,1,17
Repetitive,3,5,0.6,1,1,0.267,21,0.6,1,18
Repetitive,3,5,0.6,1,1,0.234,21,0.6,1,19
Repetitive,3,5,0.4,1,1,0.117,21,0.4,1,20
Repetitive,3,5,0.05,1,0,0.684,21,0.05,1,21
Repetitive,3,5,0.2,1,1,0.267,21,0.2,1,22
Repetitive,3,5,0.2,1,1,0.4,21,0.2,1,23
Repetitive,3,5,0.2,1,0,1.1,21,0.2,1,24
Repetitive,3,5,0.6,1,1,0.134,21,0.6,1,25
Repetitive,3,5,0,1,1,0.517,21,0,1,26
Repetitive,3,5,0.05,1,1,0.434,21,0.05,1,27
Repetitive,3,5,0.2,1,1,0.2,21,0.2,1,28
Repetitive,3,5,0,1,0,0.3,21,0,1,29
Repetitive,3,5,0.6,1,1,0.267,21,0.6,1,30
Repetitive,3,5,0.05,1,0,0.25,21,0.05,1,31
Repetitive,3,5,0.1,1,1,0.367,21,0.1,1,32
Repetitive,3,5,0.1,1,0,0.267,21,0.1,1,33
Repetitive,3,5,0.2,1,1,0.25,21,0.2,1,34
Repetitive,3,5,0.2,1,0,0.167,21,0.2,1,35
Repetitive,3,5,0.2,1,1,0.284,21,0.2,1,36
Repetitive,3,5,0.05,1,0,0.3,21,0.05,1,37
Repetitive,3,5,0.05,1,0,1.23,21,0.05,1,38
Repetitive,3,5,0.1,1,1,0.267,21,0.1,1,39
Repetitive,3,5,0,1,0,0.334,21,0,1,40
Repetitive,3,5,0.05,1,1,0.284,21,0.05,1,41
Repetitive,3,5,0.6,1,1,0.25,21,0.6,1,42
Repetitive,3,5,0.4,1,1,0.2,21,0.4,1,43
Repetitive,3,5,0,1,0,0.65,21,0,1,44
Repetitive,3,5,0.6,1,1,0.217,21,0.6,1,45
Repetitive,3,5,0.4,1,1,0.117,21,0.4,1,46
Repetitive,3,5,0.1,1,1,0.25,21,0.1,1,47
Repetitive,3,5,0.6,-1,0,0.2,21,0.6,0,48
Repetitive,3,5,0,-1,0,0.434,21,0,0,49
Repetitive,3,5,0.1,-1,0,0.25,21,0.1,0,50
Repetitive,3,5,0.05,1,0,0.167,21,0.05,1,51
Repetitive,3,5,0,1,0,0.284,21,0,1,52
Repetitive,3,5,0.2,1,1,0.117,21,0.2,1,53
Repetitive,3,5,0.1,-1,0,0.15,21,0.1,0,54
Repetitive,3,5,0.6,-1,0,0.334,21,0.6,0,55
Repetitive,3,5,0.05,-1,0,0.184,21,0.05,0,56
Repetitive,3,5,0.05,-1,0,0.25,21,0.05,0,57
Repetitive,3,5,0.4,1,1,0.384,21,0.4,1,58
Repetitive,3,5,0.1,1,1,0.5,21,0.1,1,59
Repetitive,3,6,0.4,-1,0,0.267,21,0.4,0,1
Repetitive,3,6,0.1,1,0,0.3,21,0.1,1,2
Repetitive,3,6,0.1,1,0,0.317,21,0.1,1,3
Repetitive,3,6,0.2,1,1,0.284,21,0.2,1,4
Repetitive,3,6,0.6,1,1,0.25,21,0.6,1,5
Repetitive,3,6,0,1,0,0.267,21,0,1,6
Repetitive,3,6,0,1,0,0.2,21,0,1,7
Repetitive,3,6,0.1,-1,0,0.267,21,0.1,0,8
Repetitive,3,6,0.05,-1,0,0.317,21,0.05,0,9
Repetitive,3,6,0.2,-1,0,0.25,21,0.2,0,10
Repetitive,3,6,0,1,0,0.334,21,0,1,11
Repetitive,3,6,0,1,0,0.3,21,0,1,12
Repetitive,3,6,0.1,1,0,0.167,21,0.1,1,13
Repetitive,3,6,0.6,-1,0,0.184,21,0.6,0,14
Repetitive,3,6,0.05,-1,0,0.45,21,0.05,0,15
Repetitive,3,6,0.2,-1,0,0.267,21,0.2,0,16
Repetitive,3,6,0.05,-1,0,0.6,21,0.05,0,17
Repetitive,3,6,0.2,-1,0,0.25,21,0.2,0,18
Repetitive,3,6,0.4,-1,0,0.167,21,0.4,0,19
Repetitive,3,6,0.4,-1,0,0.317,21,0.4,0,20
Repetitive,3,6,0.05,-1,0,0.284,21,0.05,0,21
Repetitive,3,6,0.6,-1,0,0.267,21,0.6,0,22
Repetitive,3,6,0.05,-1,0,0.3,21,0.05,0,23
Repetitive,3,6,0.6,-1,0,0.334,21,0.6,0,24
Repetitive,3,6,0.1,-1,0,0.234,21,0.1,0,25
Repetitive,3,6,0.05,-1,0,0.267,21,0.05,0,26
Repetitive,3,6,0.4,-1,0,0.234,21,0.4,0,27
Repetitive,3,6,0.2,-1,0,0.1,21,0.2,0,28
Repetitive,3,6,0.05,-1,0,0.217,21,0.05,0,29
Repetitive,3,6,0.05,1,0,0.284,21,0.05,1,30
Repetitive,3,6,0,1,0,0.2,21,0,1,31
Repetitive,3,6,0.2,1,1,0.267,21,0.2,1,32
Repetitive,3,6,0.6,1,1,0.184,21,0.6,1,33
Repetitive,3,6,0.05,1,1,0.284,21,0.05,1,34
Repetitive,3,6,0.2,-1,0,0.2,21,0.2,0,35
Repetitive,3,6,0.1,-1,0,0.2,21,0.1,0,36
Repetitive,3,6,0.1,-1,0,0.4,21,0.1,0,37
Repetitive,3,6,0.4,-1,0,0.1,21,0.4,0,38
Repetitive,3,6,0,-1,0,0.234,21,0,0,39
Repetitive,3,6,0,-1,1,0.55,21,0,0,40
Repetitive,3,6,0.4,-1,0,0.167,21,0.4,0,41
Repetitive,3,6,0.2,-1,0,0.15,21,0.2,0,42
Repetitive,3,6,0.6,1,1,0.317,21,0.6,1,43
Repetitive,3,6,0.2,1,1,0.717,21,0.2,1,44
Repetitive,3,6,0.4,1,1,0.184,21,0.4,1,45
Repetitive,3,6,0.2,1,0,0.584,21,0.2,1,46
Repetitive,3,6,0.05,1,0,0.467,21,0.05,1,47
Repetitive,3,6,0.1,-1,0,0.417,21,0.1,0,48
Repetitive,3,6,0.6,1,1,0.217,21,0.6,1,49
Repetitive,3,6,0.1,1,0,0.517,21,0.1,1,50
Repetitive,3,6,0,1,0,0.85,21,0,1,51
Repetitive,3,6,0.6,-1,0,0.15,21,0.6,0,52
Repetitive,3,6,0.6,-1,0,0.134,21,0.6,0,53
Repetitive,3,6,0.4,-1,0,0.184,21,0.4,0,54
Repetitive,3,6,0.6,1,1,0.117,21,0.6,1,55
Repetitive,3,6,0.4,-1,0,0.2,21,0.4,0,56
Repetitive,3,6,0,-1,0,0.267,21,0,0,57
Repetitive,3,6,0.4,-1,0,0.134,21,0.4,0,58
Repetitive,3,6,0,1,0,0.25,21,0,1,59
Repetitive,3,7,0.2,-1,0,0.284,21,0.2,0,1
Repetitive,3,7,0.1,-1,0,0.284,21,0.1,0,2
Repetitive,3,7,0.1,1,0,0.467,21,0.1,1,3
Repetitive,3,7,0.1,1,0,0.6,21,0.1,1,4
Repetitive,3,7,0,1,0,0.334,21,0,1,5
Repetitive,3,7,0.05,1,1,0.734,21,0.05,1,6
Repetitive,3,7,0.4,1,1,0.284,21,0.4,1,7
Repetitive,3,7,0.1,1,1,0.3,21,0.1,1,8
Repetitive,3,7,0.05,1,1,0.317,21,0.05,1,9
Repetitive,3,7,0,1,0,0.234,21,0,1,10
Repetitive,3,7,0.1,1,0,0.4,21,0.1,1,11
Repetitive,3,7,0.4,-1,0,0.3,21,0.4,0,12
Repetitive,3,7,0.1,-1,0,0.284,21,0.1,0,13
Repetitive,3,7,0.2,-1,0,0.334,21,0.2,0,14
Repetitive,3,7,0.6,1,1,0.25,21,0.6,1,15
Repetitive,3,7,0,-1,0,0.25,21,0,0,16
Repetitive,3,7,0.05,-1,0,0.25,21,0.05,0,17
Repetitive,3,7,0.4,-1,1,0.2,21,0.4,0,18
Repetitive,3,7,0.4,-1,0,0.217,21,0.4,0,19
Repetitive,3,7,0.2,-1,0,0.234,21,0.2,0,20
Repetitive,3,7,0.4,-1,0,0.167,21,0.4,0,21
Repetitive,3,7,0.6,-1,0,0.117,21,0.6,0,22
Repetitive,3,7,0.2,1,0,0.3,21,0.2,1,23
Repetitive,3,7,0,1,0,0.234,21,0,1,24
Repetitive,3,7,0.05,1,0,0.434,21,0.05,1,25
Repetitive,3,7,0.05,1,0,0.25,21,0.05,1,26
Repetitive,3,7,0,1,0,0.284,21,0,1,27
Repetitive,3,7,0.6,1,1,0.234,21,0.6,1,28
Repetitive,3,7,0.1,1,0,0.2,21,0.1,1,29
Repetitive,3,7,0.05,-1,0,0.234,21,0.05,0,30
Repetitive,3,7,0.4,-1,0,0.267,21,0.4,0,31
Repetitive,3,7,0.6,-1,0,0.167,21,0.6,0,32
Repetitive,3,7,0.2,-1,0,0.134,21,0.2,0,33
Repetitive,3,7,0,-1,1,0.5,21,0,0,34
Repetitive,3,7,0.05,-1,0,0.334,21,0.05,0,35
Repetitive,3,7,0.05,-1,0,0.3,21,0.05,0,36
Repetitive,3,7,0.2,-1,1,0.667,21,0.2,0,37
Repetitive,3,7,0.05,-1,0,0.267,21,0.05,0,38
Repetitive,3,7,0.1,1,1,0.317,21,0.1,1,39
Repetitive,3,7,0,-1,0,0.234,21,0,0,40
Repetitive,3,7,0.2,-1,0,0.284,21,0.2,0,41
Repetitive,3,7,0.6,-1,0,0.15,21,0.6,0,42
Repetitive,3,7,0.2,-1,0,0.25,21,0.2,0,43
Repetitive,3,7,0.4,-1,0,0.0338,21,0.4,0,44
Repetitive,3,7,0.2,-1,0,0.167,21,0.2,0,45
Repetitive,3,7,0,-1,0,0.0671,21,0,0,46
Repetitive,3,7,0.6,-1,0,0.217,21,0.6,0,47
Repetitive,3,7,0.05,1,0,0.834,21,0.05,1,48
Repetitive,3,7,0.4,1,1,0.234,21,0.4,1,49
Repetitive,3,7,0.6,1,1,0.134,21,0.6,1,50
Repetitive,3,7,0.1,1,0,0.134,21,0.1,1,51
Repetitive,3,7,0.6,1,1,0.117,21,0.6,1,52
Repetitive,3,7,0,1,0,0.4,21,0,1,53
Repetitive,3,7,0.4,-1,0,0.167,21,0.4,0,54
Repetitive,3,7,0.4,-1,0,0.1,21,0.4,0,55
Repetitive,3,7,0,-1,1,0.567,21,0,0,56
Repetitive,3,7,0.2,1,1,0.25,21,0.2,1,57
Repetitive,3,7,0.6,-1,0,0.167,21,0.6,0,58
Repetitive,3,7,0.1,-1,0,0.0338,21,0.1,0,59
Repetitive,3,7,0.6,-1,0,0.0837,21,0.6,0,60
Repetitive,3,8,0.4,1,1,0.334,21,0.4,1,1
Repetitive,3,8,0.4,1,1,0.284,21,0.4,1,2
Repetitive,3,8,0.2,1,0,0.3,21,0.2,1,3
Repetitive,3,8,0.4,1,1,0.217,21,0.4,1,4
Repetitive,3,8,0,1,0,0.234,21,0,1,5
Repetitive,3,8,0.05,1,1,0.584,21,0.05,1,6
Repetitive,3,8,0.1,1,1,0.417,21,0.1,1,7
Repetitive,3,8,0.2,1,1,0.484,21,0.2,1,8
Repetitive,3,8,0,1,1,0.3,21,0,1,9
Repetitive,3,8,0.2,1,0,0.267,21,0.2,1,10
Repetitive,3,8,0,1,1,0.517,21,0,1,11
Repetitive,3,8,0.2,1,1,0.25,21,0.2,1,12
Repetitive,3,8,0.4,-1,0,0.234,21,0.4,0,13
Repetitive,3,8,0.05,-1,0,0.0504,21,0.05,0,14
Repetitive,3,8,0.05,-1,0,0.35,21,0.05,0,15
Repetitive,3,8,0.05,-1,0,0.367,21,0.05,0,16
Repetitive,3,8,0.1,-1,1,0.434,21,0.1,0,17
Repetitive,3,8,0.1,-1,0,0.134,21,0.1,0,18
Repetitive,3,8,0.1,-1,0,0.3,21,0.1,0,19
Repetitive,3,8,0,-1,0,0.284,21,0,0,20
Repetitive,3,8,0,-1,0,0.434,21,0,0,21
Repetitive,3,8,0.05,-1,0,0.3,21,0.05,0,22
Repetitive,3,8,0.6,-1,0,0.234,21,0.6,0,23
Repetitive,3,8,0.05,-1,0,0.25,21,0.05,0,24
Repetitive,3,8,0.6,-1,0,0.1,21,0.6,0,25
Repetitive,3,8,0.05,-1,0,0.15,21,0.05,0,26
Repetitive,3,8,0.4,1,1,0.2,21,0.4,1,27
Repetitive,3,8,0.4,1,1,0.134,21,0.4,1,28
Repetitive,3,8,0.05,1,1,0.55,21,0.05,1,29
Repetitive,3,8,0.1,-1,0,0.234,21,0.1,0,30
Repetitive,3,8,0.6,-1,0,0.117,21,0.6,0,31
Repetitive,3,8,0.6,1,1,0.25,21,0.6,1,32
Repetitive,3,8,0.1,-1,0,0.3,21,0.1,0,33
Repetitive,3,8,0.6,1,1,0.267,21,0.6,1,34
Repetitive,3,8,0.2,1,0,0.517,21,0.2,1,35
Repetitive,3,8,0.6,1,1,0.167,21,0.6,1,36
Repetitive,3,8,0.1,1,1,0.817,21,0.1,1,37
Repetitive,3,8,0.1,-1,0,0.167,21,0.1,0,38
Repetitive,3,8,0.05,-1,0,0.184,21,0.05,0,39
Repetitive,3,8,0.6,-1,0,0.134,21,0.6,0,40
Repetitive,3,8,0.2,1,1,0.217,21,0.2,1,41
Repetitive,3,8,0.4,1,1,0.2,21,0.4,1,42
Repetitive,3,8,0,1,0,0.217,21,0,1,43
Repetitive,3,8,0.6,1,1,0.1,21,0.6,1,44
Repetitive,3,8,0,1,0,0.35,21,0,1,45
Repetitive,3,8,0.4,1,1,0.217,21,0.4,1,46
Repetitive,3,8,0,-1,0,0.267,21,0,0,47
Repetitive,3,8,0.05,-1,0,0.2,21,0.05,0,48
Repetitive,3,8,0,-1,0,0.25,21,0,0,49
Repetitive,3,8,0.2,-1,0,0.167,21,0.2,0,50
Repetitive,3,8,0.1,-1,0,0.25,21,0.1,0,51
Repetitive,3,8,0.4,-1,0,0.184,21,0.4,0,52
Repetitive,3,8,0.2,-1,0,0.317,21,0.2,0,53
Repetitive,3,8,0.4,-1,0,0.134,21,0.4,0,54
Repetitive,3,8,0,-1,0,0.234,21,0,0,55
Repetitive,3,8,0.2,-1,0,0.167,21,0.2,0,56
Repetitive,3,8,0.1,-1,0,0.15,21,0.1,0,57
Repetitive,3,8,0.2,-1,0,0.134,21,0.2,0,58
Repetitive,3,8,0.6,-1,0,0.167,21,0.6,0,59
Repetitive,3,8,0.6,-1,0,0.184,21,0.6,0,60
Repetitive,3,9,0,1,0,0.35,21,0,1,1
Repetitive,3,9,0.05,1,0,0.284,21,0.05,1,2
Repetitive,3,9,0.6,1,1,0.2,21,0.6,1,3
